Draft Year,First Season,Draft Pick,Name,College,Team Drafted,Total,1st Year,2nd Year,3rd Year Option,4th Year Option
2011,2011-2012,1,Kyrie Irving,Duke,CLE,"$23,198,010 ","$5,144,280 ","$5,375,760 ","$5,607,240 ","$7,070,730 "
2011,2011-2012,2,Derrick Williams,Arizona,MIN,"$20,760,924 ","$4,602,720 ","$4,809,840 ","$5,016,960 ","$6,331,404 "
2011,2011-2012,3,Enes Freedom,,UTA,"$18,652,514 ","$4,133,280 ","$4,319,280 ","$4,505,280 ","$5,694,674 "
2011,2011-2012,4,Tristan Thompson,Texas,CLE,"$16,821,270 ","$3,726,600 ","$3,894,240 ","$4,062,000 ","$5,138,430 "
2011,2011-2012,5,Jonas Valanciunas,,TOR,"$15,239,922 ","$3,374,640 ","$3,526,440 ","$3,678,360 ","$4,660,482 "
2011,2011-2012,6,Jan Vesely,,WAS,"$13,845,167 ","$3,065,040 ","$3,202,920 ","$3,340,920 ","$4,236,287 "
2011,2011-2012,7,Bismack Biyombo,,SAC,"$12,645,278 ","$2,798,040 ","$2,923,920 ","$3,049,920 ","$3,873,398 "
2011,2011-2012,8,Brandon Knight,Kentucky,DET,"$11,589,837 ","$2,563,320 ","$2,678,640 ","$2,793,960 ","$3,553,917 "
2011,2011-2012,9,Kemba Walker,UConn,CHA,"$10,659,171 ","$2,356,320 ","$2,462,400 ","$2,568,360 ","$3,272,091 "
2011,2011-2012,10,Jimmer Fredette,BYU,MIL,"$10,128,036 ","$2,238,360 ","$2,339,040 ","$2,439,840 ","$3,110,796 "
2011,2011-2012,11,Klay Thompson,Washington State,GSW,"$9,742,480 ","$2,126,520 ","$2,222,160 ","$2,317,920 ","$3,075,880 "
2011,2011-2012,12,Alec Burks,Colorado,UTA,"$9,367,716 ","$2,020,200 ","$2,111,160 ","$2,202,000 ","$3,034,356 "
2011,2011-2012,13,Markieff Morris,Kansas,PHO,"$9,005,799 ","$1,919,160 ","$2,005,560 ","$2,091,840 ","$2,989,239 "
2011,2011-2012,14,Marcus Morris,Kansas,HOU,"$8,659,181 ","$1,823,280 ","$1,905,360 ","$1,987,320 ","$2,943,221 "
2011,2011-2012,15,Kawhi Leonard,San Diego State,IND,"$8,323,699 ","$1,731,960 ","$1,809,840 ","$1,887,840 ","$2,894,059 "
2011,2011-2012,16,Nikola Vucevic,USC,PHI,"$7,909,700 ","$1,645,440 ","$1,719,480 ","$1,793,520 ","$2,751,260 "
2011,2011-2012,17,Iman Shumpert,Georgia Tech,NYK,"$7,517,295 ","$1,563,120 ","$1,633,440 ","$1,703,760 ","$2,616,975 "
2011,2011-2012,18,Cris Singleton,Florida State,WAS,"$7,145,050 ","$1,485,000 ","$1,551,840 ","$1,618,680 ","$2,489,530 "
2011,2011-2012,19,Tobias Harris,Tennessee,CHA,"$6,826,594 ","$1,418,160 ","$1,482,000 ","$1,545,840 ","$2,380,594 "
2011,2011-2012,20,Donatas Motiejunas,,MIN,"$6,556,245 ","$1,361,400 ","$1,422,720 ","$1,483,920 ","$2,288,205 "
2011,2011-2012,21,Nolan Smith,Duke,POR,"$6,366,420 ","$1,306,920 ","$1,365,720 ","$1,424,520 ","$2,269,260 "
2011,2011-2012,22,Kenneth Faried,Morehead State University,DEN,"$6,183,368 ","$1,254,720 ","$1,311,240 ","$1,367,640 ","$2,249,768 "
2011,2011-2012,23,Nikola Mirotic,,HOU,"$6,004,305 ","$1,204,560 ","$1,258,800 ","$1,312,920 ","$2,228,025 "
2011,2011-2012,24,Reggie Jackson,Boston College,OKC,"$5,829,450 ","$1,156,320 ","$1,208,400 ","$1,260,360 ","$2,204,370 "
2011,2011-2012,25,MarShon Brooks,Providence,BOS,"$5,659,594 ","$1,110,120 ","$1,160,040 ","$1,210,080 ","$2,179,354 "
2011,2011-2012,26,Jordan Hamilton,Texas,DAL,"$5,473,974 ","$1,073,280 ","$1,121,520 ","$1,169,880 ","$2,109,294 "
2011,2011-2012,27,JaJuan Johnson,Purdue,NJN,"$5,317,353 ","$1,042,320 ","$1,089,240 ","$1,136,160 ","$2,049,633 "
2011,2011-2012,28,Norris Cole,Cleveland State University,CHI,"$5,285,886 ","$1,035,960 ","$1,082,520 ","$1,129,200 ","$2,038,206 "
2011,2011-2012,29,Cory Joseph,Texas,SAS,"$5,247,301 ","$1,028,400 ","$1,074,720 ","$1,120,920 ","$2,023,261 "
2011,2011-2012,30,Jimmy Butler,Marquette,CHI,"$5,209,508 ","$1,020,960 ","$1,066,920 ","$1,112,880 ","$2,008,748 "
2012,2012-2013,1,Anthony Davis,Kentucky,NOH,"$23,198,010 ","$5,144,280 ","$5,375,760 ","$5,607,240 ","$7,070,730 "
2012,2012-2013,2,Michael Kidd-Gilchrist,Kentucky,CHA,"$20,760,924 ","$4,602,720 ","$4,809,840 ","$5,016,960 ","$6,331,404 "
2012,2012-2013,3,Bradley Beal,Florida,WAS,"$18,652,514 ","$4,133,280 ","$4,319,280 ","$4,505,280 ","$5,694,674 "
2012,2012-2013,4,Dion Waiters,Syracuse,CLE,"$16,821,270 ","$3,726,600 ","$3,894,240 ","$4,062,000 ","$5,138,430 "
2012,2012-2013,5,Thomas Robinson,Kansas,SAC,"$15,239,922 ","$3,374,640 ","$3,526,440 ","$3,678,360 ","$4,660,482 "
2012,2012-2013,6,Damian Lillard,Weber State,POR,"$13,845,167 ","$3,065,040 ","$3,202,920 ","$3,340,920 ","$4,236,287 "
2012,2012-2013,7,Harrison Barnes,UNC,GSW,"$12,645,278 ","$2,798,040 ","$2,923,920 ","$3,049,920 ","$3,873,398 "
2012,2012-2013,8,Terrence Ross,Washington,TOR,"$11,589,837 ","$2,563,320 ","$2,678,640 ","$2,793,960 ","$3,553,917 "
2012,2012-2013,9,Andre Drummond,UConn,DET,"$10,659,171 ","$2,356,320 ","$2,462,400 ","$2,568,360 ","$3,272,091 "
2012,2012-2013,10,Austin Rivers,Duke,NOH,"$10,128,036 ","$2,238,360 ","$2,339,040 ","$2,439,840 ","$3,110,796 "
2012,2012-2013,11,Meyers Leonard,Illinois,POR,"$9,742,480 ","$2,126,520 ","$2,222,160 ","$2,317,920 ","$3,075,880 "
2012,2012-2013,12,Jeremy Lamb,UConn,HOU,"$9,367,716 ","$2,020,200 ","$2,111,160 ","$2,202,000 ","$3,034,356 "
2012,2012-2013,13,Kendall Marshall,UNC,PHO,"$9,005,799 ","$1,919,160 ","$2,005,560 ","$2,091,840 ","$2,989,239 "
2012,2012-2013,14,John Henson,UNC,MIL,"$8,659,181 ","$1,823,280 ","$1,905,360 ","$1,987,320 ","$2,943,221 "
2012,2012-2013,15,Maurice Harkless,St. John's,PHI,"$8,323,699 ","$1,731,960 ","$1,809,840 ","$1,887,840 ","$2,894,059 "
2012,2012-2013,16,Royce White,Iowa State,HOU,"$7,909,700 ","$1,645,440 ","$1,719,480 ","$1,793,520 ","$2,751,260 "
2012,2012-2013,17,Tyler Zeller,UNC,DAL,"$7,517,295 ","$1,563,120 ","$1,633,440 ","$1,703,760 ","$2,616,975 "
2012,2012-2013,18,Terrence Jones,Kentucky,HOU,"$7,145,050 ","$1,485,000 ","$1,551,840 ","$1,618,680 ","$2,489,530 "
2012,2012-2013,19,Andrew Nicholson,St. Bonaventure,ORL,"$6,826,594 ","$1,418,160 ","$1,482,000 ","$1,545,840 ","$2,380,594 "
2012,2012-2013,20,Evan Fournier,,DEN,"$6,556,245 ","$1,361,400 ","$1,422,720 ","$1,483,920 ","$2,288,205 "
2012,2012-2013,21,Jared Sullinger,Ohio State,BOS,"$6,366,420 ","$1,306,920 ","$1,365,720 ","$1,424,520 ","$2,269,260 "
2012,2012-2013,22,Fab Melo,Syracuse,BOS,"$6,183,368 ","$1,254,720 ","$1,311,240 ","$1,367,640 ","$2,249,768 "
2012,2012-2013,23,John Jenkins,Vanderbilt,ATL,"$6,004,305 ","$1,204,560 ","$1,258,800 ","$1,312,920 ","$2,228,025 "
2012,2012-2013,24,Jared Cunningham,Oregon State,CLE,"$5,829,450 ","$1,156,320 ","$1,208,400 ","$1,260,360 ","$2,204,370 "
2012,2012-2013,25,Tony Wroten,Washington,MEM,"$5,659,594 ","$1,110,120 ","$1,160,040 ","$1,210,080 ","$2,179,354 "
2012,2012-2013,26,Miles Plumlee,Duke,IND,"$5,473,974 ","$1,073,280 ","$1,121,520 ","$1,169,880 ","$2,109,294 "
2012,2012-2013,27,Arnett Moultrie,Mississippi State,MIA,"$5,317,353 ","$1,042,320 ","$1,089,240 ","$1,136,160 ","$2,049,633 "
2012,2012-2013,28,Perry Jones,Baylor,OKC,"$5,285,886 ","$1,035,960 ","$1,082,520 ","$1,129,200 ","$2,038,206 "
2012,2012-2013,29,Marquis Teague,Kentucky,CHI,"$5,247,301 ","$1,028,400 ","$1,074,720 ","$1,120,920 ","$2,023,261 "
2012,2012-2013,30,Festus Ezeli,Vanderbilt,GSW,"$5,209,508 ","$1,020,960 ","$1,066,920 ","$1,112,880 ","$2,008,748 "
2013,2013-2014,1,Anthony Bennett,UNLV,CLE,"$24,010,049 ","$5,324,280 ","$5,563,920 ","$5,803,560 ","$7,318,289 "
2013,2013-2014,2,Victor Oladipo,Indiana,ORL,"$21,487,440 ","$4,763,760 ","$4,978,200 ","$5,192,520 ","$6,552,960 "
2013,2013-2014,3,Otto Porter Jr.,Georgetown,WAS,"$19,305,421 ","$4,278,000 ","$4,470,480 ","$4,662,960 ","$5,893,981 "
2013,2013-2014,4,Cody Zeller,Indiana,CHA,"$17,410,113 ","$3,857,040 ","$4,030,560 ","$4,204,200 ","$5,318,313 "
2013,2013-2014,5,Alex Len,Maryland,PHO,"$15,773,381 ","$3,492,720 ","$3,649,920 ","$3,807,120 ","$4,823,621 "
2013,2013-2014,6,Nerlens Noel,Kentucky,NOH,"$14,329,730 ","$3,172,320 ","$3,315,120 ","$3,457,800 ","$4,384,490 "
2013,2013-2014,7,Ben McLemore,Kansas,SAC,"$13,087,722 ","$2,895,960 ","$3,026,280 ","$3,156,600 ","$4,008,882 "
2013,2013-2014,8,Kentavious Caldwell-Pope,Georgia,DET,"$11,995,639 ","$2,653,080 ","$2,772,480 ","$2,891,760 ","$3,678,319 "
2013,2013-2014,9,Trey Burke,Michigan,MIN,"$11,032,158 ","$2,438,760 ","$2,548,560 ","$2,658,240 ","$3,386,598 "
2013,2013-2014,10,CJ McCollum,Lehigh,POR,"$10,482,459 ","$2,316,720 ","$2,421,000 ","$2,525,160 ","$3,219,579 "
2013,2013-2014,11,Michael Carter-Williams,Syracuse,PHI,"$10,083,526 ","$2,200,920 ","$2,300,040 ","$2,399,040 ","$3,183,526 "
2013,2013-2014,12,Steven Adams,Pitt,OKC,"$9,695,397 ","$2,090,880 ","$2,184,960 ","$2,279,040 ","$3,140,517 "
2013,2013-2014,13,Kelly Olynyk,Gonzaga,DAL,"$9,321,294 ","$1,986,360 ","$2,075,760 ","$2,165,160 ","$3,094,014 "
2013,2013-2014,14,Shabazz Muhammad,UCLA,UTA,"$8,962,299 ","$1,887,120 ","$1,971,960 ","$2,056,920 ","$3,046,299 "
2013,2013-2014,15,Giannis Antetokounmpo,,MIL,"$8,615,141 ","$1,792,560 ","$1,873,200 ","$1,953,960 ","$2,995,421 "
2013,2013-2014,16,Lucas Nogueira,,BOS,"$8,186,574 ","$1,703,040 ","$1,779,720 ","$1,856,280 ","$2,847,534 "
2013,2013-2014,17,Dennis Schroder,,ATL,"$7,780,502 ","$1,617,840 ","$1,690,680 ","$1,763,400 ","$2,708,582 "
2013,2013-2014,18,Shane Larkin,Miami (FL),ATL,"$7,395,002 ","$1,536,960 ","$1,606,080 ","$1,675,320 ","$2,576,642 "
2013,2013-2014,19,Sergey Karasev,,CLE,"$7,065,274 ","$1,467,840 ","$1,533,840 ","$1,599,840 ","$2,463,754 "
2013,2013-2014,20,Tony Snell,New Mexico,CHI,"$6,785,647 ","$1,409,040 ","$1,472,400 ","$1,535,880 ","$2,368,327 "
2013,2013-2014,21,Gorgui Dieng,Louisville,UTA,"$6,589,343 ","$1,352,640 ","$1,413,480 ","$1,474,440 ","$2,348,783 "
2013,2013-2014,22,Mason Plumlee,Duke,BRK,"$6,399,770 ","$1,298,640 ","$1,357,080 ","$1,415,520 ","$2,328,530 "
2013,2013-2014,23,Solomon Hill,Arizona,IND,"$6,214,419 ","$1,246,680 ","$1,302,840 ","$1,358,880 ","$2,306,019 "
2013,2013-2014,24,Tim Hardaway Jr.,Michigan,NYK,"$6,033,525 ","$1,196,760 ","$1,250,640 ","$1,304,520 ","$2,281,605 "
2013,2013-2014,25,Reggie Bullock,UNC,LAC,"$5,857,804 ","$1,149,000 ","$1,200,720 ","$1,252,440 ","$2,255,644 "
2013,2013-2014,26,Andre Roberson,Colorado,MIN,"$5,665,592 ","$1,110,840 ","$1,160,880 ","$1,210,800 ","$2,183,072 "
2013,2013-2014,27,Rudy Gobert,,DEN,"$5,503,368 ","$1,078,800 ","$1,127,400 ","$1,175,880 ","$2,121,288 "
2013,2013-2014,28,Livio Jean-Charles,,SAS,"$5,470,787 ","$1,072,200 ","$1,120,440 ","$1,168,680 ","$2,109,467 "
2013,2013-2014,29,Archie Goodwin,Kentucky,OKC,"$5,430,929 ","$1,064,400 ","$1,112,280 ","$1,160,160 ","$2,094,089 "
2013,2013-2014,30,Nemanja Nedovic,,PHO,"$5,391,647 ","$1,056,720 ","$1,104,240 ","$1,151,760 ","$2,078,927 "
2014,2014-2015,1,Andrew Wiggins,Kansas,CLE,"$24,850,243 ","$5,510,640 ","$5,758,680 ","$6,006,600 ","$7,574,323 "
2014,2014-2015,2,Jabari Parker,Duke,MIL,"$22,239,712 ","$4,930,560 ","$5,152,440 ","$5,374,320 ","$6,782,392 "
2014,2014-2015,3,Joel Embiid,Kansas,PHI,"$19,981,026 ","$4,427,640 ","$4,626,960 ","$4,826,160 ","$6,100,266 "
2014,2014-2015,4,Aaron Gordon,Arizona,ORL,"$18,019,460 ","$3,992,040 ","$4,171,680 ","$4,351,320 ","$5,504,420 "
2014,2014-2015,5,Dante Exum,,UTA,"$16,325,425 ","$3,615,000 ","$3,777,720 ","$3,940,320 ","$4,992,385 "
2014,2014-2015,6,Marcus Smart,Oklahoma State,BOS,"$14,831,260 ","$3,283,320 ","$3,431,040 ","$3,578,880 ","$4,538,020 "
2014,2014-2015,7,Julius Randle,Kentucky,LAL,"$13,545,962 ","$2,997,360 ","$3,132,240 ","$3,267,120 ","$4,149,242 "
2014,2014-2015,8,Nik Stauskas,Michigan,SAC,"$12,415,467 ","$2,745,840 ","$2,869,440 ","$2,993,040 ","$3,807,147 "
2014,2014-2015,9,Noah Vonleh,Indiana,CHO,"$11,418,513 ","$2,524,200 ","$2,637,720 ","$2,751,360 ","$3,505,233 "
2014,2014-2015,10,Elfrid Payton,Louisiana,PHI,"$10,849,500 ","$2,397,840 ","$2,505,720 ","$2,613,600 ","$3,332,340 "
2014,2014-2015,11,Doug McDermott,Creighton,DEN,"$10,436,434 ","$2,277,960 ","$2,380,440 ","$2,483,040 ","$3,294,994 "
2014,2014-2015,12,Dario Saric,,ORL,"$10,034,922 ","$2,164,080 ","$2,261,520 ","$2,358,840 ","$3,250,482 "
2014,2014-2015,13,Zach LaVine,UCLA,MIN,"$9,647,298 ","$2,055,840 ","$2,148,360 ","$2,240,880 ","$3,202,218 "
2014,2014-2015,14,T.J. Warren,NC State,PHO,"$9,276,051 ","$1,953,120 ","$2,041,080 ","$2,128,920 ","$3,152,931 "
2014,2014-2015,15,Adreian Payne,Michigan State,ATL,"$8,916,494 ","$1,855,320 ","$1,938,840 ","$2,022,240 ","$3,100,094 "
2014,2014-2015,16,Jusuf Nurkic,,CHI,"$8,473,305 ","$1,762,680 ","$1,842,000 ","$1,921,320 ","$2,947,305 "
2014,2014-2015,17,James Young,Kentucky,BOS,"$8,053,027 ","$1,674,480 ","$1,749,840 ","$1,825,200 ","$2,803,507 "
2014,2014-2015,18,Tyler Ennis,Syracuse,PHO,"$7,653,667 ","$1,590,720 ","$1,662,360 ","$1,733,880 ","$2,666,707 "
2014,2014-2015,19,Gary Harris,Michigan State,CHI,"$7,312,615 ","$1,519,200 ","$1,587,480 ","$1,655,880 ","$2,550,055 "
2014,2014-2015,20,Bruno Caboclo,,TOR,"$7,023,225 ","$1,458,360 ","$1,524,000 ","$1,589,640 ","$2,451,225 "
2014,2014-2015,21,Mitch McGary,Michigan,OKC,"$6,820,102 ","$1,400,040 ","$1,463,040 ","$1,526,040 ","$2,430,982 "
2014,2014-2015,22,Jordan Adams,UCLA,MEM,"$6,623,857 ","$1,344,120 ","$1,404,600 ","$1,465,080 ","$2,410,057 "
2014,2014-2015,23,Rodney Hood,Duke,UTA,"$6,432,184 ","$1,290,360 ","$1,348,440 ","$1,406,520 ","$2,386,864 "
2014,2014-2015,24,Shabazz Napier,UConn,CHO,"$6,244,560 ","$1,238,640 ","$1,294,440 ","$1,350,120 ","$2,361,360 "
2014,2014-2015,25,Clint Capela,,HOU,"$6,062,688 ","$1,189,200 ","$1,242,720 ","$1,296,240 ","$2,334,528 "
2014,2014-2015,26,P.J. Hairston,UNC,MIA,"$5,863,767 ","$1,149,720 ","$1,201,440 ","$1,253,160 ","$2,259,447 "
2014,2014-2015,27,Bogdan Bogdanovic,,PHO,"$5,695,940 ","$1,116,600 ","$1,166,760 ","$1,217,040 ","$2,195,540 "
2014,2014-2015,28,C.J. Wilcox,Washington,LAC,"$5,662,368 ","$1,109,760 ","$1,159,680 ","$1,209,600 ","$2,183,328 "
2014,2014-2015,29,Josh Huestis,Stanford,OKC,"$5,621,236 ","$1,101,600 ","$1,151,280 ","$1,200,840 ","$2,167,516 "
2014,2014-2015,30,Kyle Anderson,UCLA,SAS,"$5,580,344 ","$1,093,680 ","$1,142,880 ","$1,192,080 ","$2,151,704 "
2015,2015-2016,1,Karl-Anthony Towns,Kentucky,MIN,"$25,720,035 ","$5,703,600 ","$5,960,160 ","$6,216,840 ","$7,839,435 "
2015,2015-2016,2,D'Angelo Russell,Ohio State,LAL,"$23,017,978 ","$5,103,120 ","$5,332,800 ","$5,562,360 ","$7,019,698 "
2015,2015-2016,3,Jahlil Okafor,Duke,PHI,"$20,680,472 ","$4,582,680 ","$4,788,840 ","$4,995,120 ","$6,313,832 "
2015,2015-2016,4,Kristaps Porzingis,,NYK,"$18,650,094 ","$4,131,720 ","$4,317,720 ","$4,503,600 ","$5,697,054 "
2015,2015-2016,5,Mario Hezonja,,ORL,"$16,896,871 ","$3,741,480 ","$3,909,840 ","$4,078,320 ","$5,167,231 "
2015,2015-2016,6,Willie Cauley-Stein,Kentucky,SAC,"$15,350,475 ","$3,398,280 ","$3,551,160 ","$3,704,160 ","$4,696,875 "
2015,2015-2016,7,Emmanuel Mudiay,,DEN,"$14,020,000 ","$3,102,240 ","$3,241,800 ","$3,381,480 ","$4,294,480 "
2015,2015-2016,8,Stanley Johnson,Arizona,DET,"$12,850,042 ","$2,841,960 ","$2,969,880 ","$3,097,800 ","$3,940,402 "
2015,2015-2016,9,Frank Kaminsky,Wisconsin,CHO,"$11,817,962 ","$2,612,520 ","$2,730,000 ","$2,847,600 ","$3,627,842 "
2015,2015-2016,10,Justise Winslow,Duke,MIA,"$11,229,126 ","$2,481,720 ","$2,593,440 ","$2,705,040 ","$3,448,926 "
2015,2015-2016,11,Myles Turner,Texas,IND,"$10,801,804 ","$2,357,760 ","$2,463,840 ","$2,569,920 ","$3,410,284 "
2015,2015-2016,12,Trey Lyles,Kentucky,UTA,"$10,386,049 ","$2,239,800 ","$2,340,600 ","$2,441,400 ","$3,364,249 "
2015,2015-2016,13,Devin Booker,Kentucky,PHO,"$9,985,165 ","$2,127,840 ","$2,223,600 ","$2,319,360 ","$3,314,365 "
2015,2015-2016,14,Cameron Payne,Murray State,OKC,"$9,600,735 ","$2,021,520 ","$2,112,480 ","$2,203,440 ","$3,263,295 "
2015,2015-2016,15,Kelly Oubre Jr.,Kansas,ATL,"$9,228,550 ","$1,920,240 ","$2,006,640 ","$2,093,040 ","$3,208,630 "
2015,2015-2016,16,Terry Rozier,Louisville,BOS,"$8,769,710 ","$1,824,360 ","$1,906,440 ","$1,988,520 ","$3,050,390 "
2015,2015-2016,17,Rashad Vaughn,UNLV,MIL,"$8,334,685 ","$1,733,040 ","$1,811,040 ","$1,889,040 ","$2,901,565 "
2015,2015-2016,18,Sam Dekker,Wisconsin,HOU,"$7,921,655 ","$1,646,400 ","$1,720,560 ","$1,794,600 ","$2,760,095 "
2015,2015-2016,19,Jerian Grant,Notre Dame,WAS,"$7,568,554 ","$1,572,360 ","$1,643,040 ","$1,713,840 ","$2,639,314 "
2015,2015-2016,20,Delon Wright,Utah,TOR,"$7,268,738 ","$1,509,360 ","$1,577,280 ","$1,645,200 ","$2,536,898 "
2015,2015-2016,21,Justin Anderson,Virginia,DAL,"$7,058,648 ","$1,449,000 ","$1,514,160 ","$1,579,440 ","$2,516,048 "
2015,2015-2016,22,Bobby Portis,Arkansas,CHI,"$6,855,506 ","$1,391,160 ","$1,453,680 ","$1,516,320 ","$2,494,346 "
2015,2015-2016,23,Rondae Hollis-Jefferson,Arizona,POR,"$6,657,157 ","$1,335,480 ","$1,395,600 ","$1,455,720 ","$2,470,357 "
2015,2015-2016,24,Tyus Jones,Duke,CLE,"$6,463,213 ","$1,282,080 ","$1,339,680 ","$1,397,400 ","$2,444,053 "
2015,2015-2016,25,Jarell Martin,LSU,MEM,"$6,274,822 ","$1,230,840 ","$1,286,160 ","$1,341,600 ","$2,416,222 "
2015,2015-2016,26,Nikola Milutinov,,SAS,"$6,069,195 ","$1,189,920 ","$1,243,560 ","$1,297,080 ","$2,338,635 "
2015,2015-2016,27,Larry Nance Jr.,Wyoming,LAL,"$5,895,311 ","$1,155,600 ","$1,207,680 ","$1,259,640 ","$2,272,391 "
2015,2015-2016,28,R.J. Hunter,Georgia State University,BOS,"$5,860,628 ","$1,148,640 ","$1,200,240 ","$1,251,960 ","$2,259,788 "
2015,2015-2016,29,Chris McCullough,Syracuse,BRK,"$5,817,886 ","$1,140,240 ","$1,191,480 ","$1,242,840 ","$2,243,326 "
